1 21 0 
1.98139 20.522 0.0064754 
2.96278 20.044 0.0129508 
3.7116 19.6632 0.0183159 
4.46042 19.2824 0.0236809 
4.74411 19.096 0.0268253 
5.02779 18.9096 0.0299697 
5.25825 18.5283 0.0382117 
5.4887 18.1471 0.0464537 
6.07784 17.1816 0.0671116 
6.66697 16.2162 0.0877694 
7.43544 14.9586 0.114635 
8.20391 13.7011 0.141501 
8.49306 13.4493 0.141742 
8.78221 13.1976 0.141984 
9.31181 12.7309 0.141612 
9.8414 12.2642 0.141239 
10.8519 11.3676 0.13964 
11.8624 10.471 0.138041 
13.1133 9.3594 0.135829 
14.3642 8.24784 0.133616 
15.4174 7.25119 0.122934 
16.4706 6.25454 0.112252 
17.279 5.48915 0.10402 
18.0873 4.72376 0.0957867 
18.406 4.42088 0.0924524 
18.7248 4.11801 0.0891181 
18.7987 4.04638 0.088233 
19.4255 3.46201 0.16698 
19.4044 3.23107 0.0655109 
19.9363 2.48738 0.0436739 
20.4681 1.74369 0.021837 
21 1 0 

