 2.86502 20.1471 -0.571684


 1 21 0
 2.8011 20.5278 0.606059


 1 21 0
 2.65837 20.1099 -0.444594


 1 21 0
 3.01079 20.6583 -0.303008


 1 21 0
 2.53402 20.255 -0.659748


 1 21 0
 3.22036 20.2394 0.389184


 1 21 0
 2.40165 20.1942 -0.854584


 1 21 0
 2.72119 19.8329 0.28447


 1 21 0
 2.69052 20.4212 -0.575439


 1 21 0
 2.68143 20.6813 -0.0630677


 1 21 0
 3.45614 21.1924 0.544432


 1 21 0
 2.72075 20.9819 1.13222


 1 21 0
 3.20298 20.7436 0.648179


 1 21 0
 2.68063 20.9384 1.24586


 1 21 0
 2.71546 20.6735 1.61063


 1 21 0
 3.57357 20.9182 0.735533


 1 21 0
 2.75266 20.8117 1.46312


 1 21 0
 3.33213 21.0933 0.920478


 1 21 0
 3.05238 20.8299 0.810501


 1 21 0
 2.54233 20.7207 1.49069


 1 21 0
 3.26593 20.9238 0.509312


 1 21 0
 3.02282 21.2705 0.681424


 1 21 0
 2.59075 19.4298 1.13866


 1 21 0
 2.26443 19.9207 0.550088


 1 21 0
 2.87593 20.1429 1.68178


 1 21 0
 2.51841 20.1404 1.26335


 1 21 0
 2.59043 19.5333 0.346569


 1 21 0
 2.23997 19.983 0.427089


 1 21 0
 2.6621 20.081 1.83455


 1 21 0
 2.80702 20.0215 1.5211


 1 21 0
 2.60804 19.4658 0.660316


 1 21 0
 2.28146 20.0542 0.728466


 1 21 0
 2.46138 19.7354 1.07172


 1 21 0
 2.53356 20.408 1.0473


 1 21 0
 2.79091 19.5595 0.129963


 1 21 0
 2.56243 19.6057 -0.221548


 1 21 0
 2.36193 19.8635 1.11463


 1 21 0
 2.38037 21.0812 0.14398


 1 21 0
 2.8804 21.0115 0.222909


 1 21 0
 2.55737 20.8204 0.880797


 1 21 0
 2.15399 20.7625 -0.15597


 1 21 0
 2.13412 20.2956 0.27608


 1 21 0
 2.45717 20.6801 0.0868315


 1 21 0
 2.3744 20.6058 0.234844


 1 21 0
 2.37456 20.4648 0.33736


 1 21 0
 2.86709 21.2676 0.514433


 1 21 0
 2.34516 21.0944 0.375079


 1 21 0
 2.16999 20.5529 0.157976


 1 21 0
 2.80837 21.1962 0.471309


 1 21 0
 2.46661 20.8968 0.805379


 1 21 0
 3.00125 21.0888 0.0598412


 1 21 0
 3.63496 20.4849 2.85916


 1 21 0
 4.08767 20.1438 2.46402


 1 21 0
 4.20898 20.7574 1.9627


 1 21 0
 3.97358 19.9625 2.42196


 1 21 0
 3.75182 20.501 2.02304


 1 21 0
 3.36251 20.6874 -0.999101


 1 21 0
 3.62768 20.5282 -1.10523


 1 21 0
 4.21728 20.7149 1.50186


 1 21 0
 3.37518 20.2406 1.7254


 1 21 0
 3.76081 20.5045 -1.5625


 1 21 0
 3.95273 20.3814 -1.79307


 1 21 0
 3.63333 20.2715 -2.07043


 1 21 0
 3.69905 19.3583 1.55825


 1 21 0
 3.25808 19.9481 2.05875


 1 21 0
 3.59208 20.0625 1.37554


 1 21 0
 3.34679 20.0203 0.835165


 1 21 0
 3.76244 19.4109 2.17092


 1 21 0
 3.38097 19.8024 2.03268


 1 21 0
 3.7586 20.018 1.81451


 1 21 0
 3.45844 19.4379 1.66586


 1 21 0
 2.87973 19.7906 1.64873


 1 21 0
 3.56144 19.3369 -0.124257


 1 21 0
 3.8507 19.1808 0.691187


 1 21 0
 3.72534 19.0584 -0.0923945


 1 21 0
 4.69876 19.1671 1.24466


 1 21 0
 4.29446 19.1537 0.815146


 1 21 0
 4.37 19.1388 1.27886


 1 21 0
 4.77946 19.4599 1.37715


 1 21 0
 4.22165 19.2623 2.26251


 1 21 0
 4.08889 19.3655 1.07688


 1 21 0
 3.25439 19.5534 0.856004


 1 21 0
 3.59625 19.7864 0.790962


 1 21 0
 3.40779 19.8449 0.436846


 1 21 0
 3.54334 19.208 0.618538


 1 21 0
 3.49985 19.3419 1.29483


 1 21 0
 2.73627 19.6455 1.55205


 1 21 0
 3.08549 19.4836 0.600026


 1 21 0
 3.12159 19.4018 -0.0541343


 1 21 0
 2.89985 21.4841 -2.59336


 1 21 0
 2.57085 20.4334 -2.6092


 1 21 0
 2.73961 20.8046 -2.22992


 1 21 0
 2.79035 21.3048 -2.65423


 1 21 0
 2.63019 20.2931 -1.64899


 1 21 0
 2.79812 20.5897 -2.64659


 1 21 0
 2.36135 21.3501 -2.4628


 1 21 0
 2.52449 20.3668 -1.94965


 1 21 0
 2.4472 20.548 -2.51854


 1 21 0
 2.53874 20.3347 -1.55348


 1 21 0
 2.48852 20.5741 -2.60232


 1 21 0
 2.1411 20.6108 -2.08424


 1 21 0
 2.65115 21.0621 -1.95905


 1 21 0
 3.06204 20.6572 -1.66309


 1 21 0
 3.15551 20.4363 -1.7708


 1 21 0
 2.9929 21.3397 -3.02983


 1 21 0
 2.66396 21.3167 -2.22373


 1 21 0
 2.52569 20.466 -2.4884


 1 21 0
 2.78285 20.9563 -1.81586


 1 21 0
 2.64563 21.1149 -1.65174


 1 21 0
 2.59579 21.4315 -2.95326


 1 21 0
 2.33528 21.1346 -2.34455


 1 21 0
 2.5494 20.6149 -1.43921


 1 21 0
 2.27866 21.1178 -2.20363


 1 21 0
 2.26483 21.0294 -2.15129


 1 21 0
 3.4844 20.6932 2.85363


 1 21 0
 3.18659 20.4393 2.54731


 1 21 0
 3.47532 20.7864 2.87134


 1 21 0
 3.60903 20.504 -2.4677


 1 21 0
 3.27611 20.7069 -2.6682


 1 21 0
 2.31396 20.3082 2.97364


 1 21 0
 2.38322 20.5303 2.9158


 1 21 0
 2.37826 20.4372 3.12552


 1 21 0
 2.35758 20.4687 2.67866


 1 21 0
 2.42474 20.2701 -2.94016


 1 21 0
 2.59101 20.8722 2.19561


 1 21 0
 2.51434 20.8297 2.72084


 1 21 0
 2.49688 21.0562 3.0536


 1 21 0
 2.83526 21.0973 3.07831


 1 21 0
 3.05417 21.6 0.860653


 1 21 0
 3.4315 21.14 2.52587


 1 21 0
 2.80232 21.1593 1.73027


 1 21 0
 2.62975 21.4504 2.4693


 1 21 0
 2.65499 21.7129 -0.568604


 1 21 0
 2.77321 20.9895 1.61227


 1 21 0
 2.63626 21.5345 2.02624


 1 21 0
 2.62679 21.1899 2.16126


 1 21 0
 3.30758 21.2488 2.24252


 1 21 0
 3.30622 21.3081 2.3561


 1 21 0
 2.97882 21.2862 1.7746


 1 21 0
 2.81738 21.3541 1.94286


 1 21 0
 2.77849 21.4799 -0.97854


 1 21 0
 2.90152 21.0683 2.36777


 1 21 0
 2.88258 21.3399 -0.340296


 1 21 0
 2.96214 21.3697 0.950723


 1 21 0
 2.94238 21.2105 -0.0169006


 1 21 0
 3.84575 21.1193 -1.39347


 1 21 0
 2.7523 21.5471 -1.81576


 1 21 0
 3.62729 20.736 2.87618


 1 21 0
 3.27758 20.697 -1.17795


 1 21 0
 3.68076 21.246 -1.10499


 1 21 0
 3.68123 21.2026 -2.12756


 1 21 0
 3.56177 21.2567 2.97169


 1 21 0
 3.24651 20.8248 -0.856492


 1 21 0
 3.54607 20.8337 3.12642


 1 21 0
 3.50901 20.7217 -2.14287


 1 21 0
 3.39454 20.6524 -1.52148


 1 21 0
 2.79169 21.4494 -1.51126


 1 21 0
 3.53515 21.304 -0.33228


 1 21 0
 3.46608 20.7841 -1.80827


 1 21 0
 3.73875 20.9629 3.03033


 1 21 0
 3.73752 21.0428 2.29568


 1 21 0
 3.49585 20.5899 -1.79874


 1 21 0
 3.4568 21.1255 -2.97183


 1 21 0
 2.82302 21.4605 -1.65366


 1 21 0
 3.46175 21.2546 -0.77693


 1 21 0
 3.20715 21.0662 -1.10723


 1 21 0
 3.32553 20.983 -0.6197


 1 21 0
 2.9814 21.1606 -1.20552


 1 21 0
 2.83223 21.1135 -1.14278


 1 21 0
 2.09793 20.8162 -0.353598


 1 21 0
 2.5781 21.5408 -1.17685


 1 21 0
 2.63644 21.0663 -0.284802


 1 21 0
 2.64166 20.6948 -0.8211


 1 21 0
 2.38908 21.3858 -0.768802


 1 21 0
 2.29799 20.4522 -1.24367


 1 21 0
 2.64693 21.1401 0.12993


 1 21 0
 2.21667 21.3751 -0.220087


 1 21 0
 2.4648 21.1419 -0.314724


 1 21 0
 2.20464 20.4922 -1.36012


 1 21 0
 2.40155 20.5837 -0.582678


 1 21 0
 2.34352 21.0906 -1.58177


 1 21 0
 2.68798 20.852 -0.731633


 1 21 0
 2.38016 21.3573 -1.15909


 1 21 0
 2.1579 20.7569 -1.09483


 1 21 0
 2.19676 21.2188 -1.65634


 1 21 0
 2.31938 21.0872 -1.64316


 1 21 0
 2.15253 20.9208 -0.387477


 1 21 0
 2.23521 20.7324 -0.59341


 1 21 0
 2.45908 21.0554 -1.45771


 1 21 0
 2.39227 20.9219 -1.15634


 1 21 0
 2.33785 21.4115 0.149783


 1 21 0
 2.53372 20.7657 -0.376499


 1 21 0
 2.5186 21.3231 -1.07949


 1 21 0
 2.31258 20.6839 -1.09346


 1 21 0
 2.26284 20.8555 -1.17878


 1 21 0
 2.49034 21.4278 -1.63911


 1 21 0
 2.1725 20.9432 -1.26635


 1 21 0
 2.44735 21.131 -0.224991


 1 21 0
 5.11923 20.2956 -3.01916


 1 21 0
 4.19188 20.2027 -1.89692


 1 21 0
 4.61178 20.8627 -0.793617


 1 21 0
 4.84517 20.7541 -1.38677


 1 21 0
 4.54484 20.8905 -1.36435


 1 21 0
 4.66548 20.4265 -1.06586


 1 21 0
 4.39108 20.5414 -2.23196


 1 21 0
 4.78387 20.7685 -1.18461


 1 21 0
 4.17886 20.1267 -1.75999


 1 21 0
 4.72967 20.5036 -1.59427


 1 21 0
 4.7983 20.3198 -0.623996


 1 21 0
 4.33593 20.9381 -1.30399


 1 21 0
 4.12296 19.6783 -2.63155


 1 21 0
 3.90571 20.1726 -2.63063


 1 21 0
 4.56267 19.8997 -2.4386


 1 21 0
 4.67625 19.5284 -1.74326


 1 21 0
 5.0477 20.3182 -1.65067


 1 21 0
 5.09595 19.6236 2.31445


 1 21 0
 4.95129 20.6413 1.69773


 1 21 0
 5.27387 20.4154 -0.624012


 1 21 0
 4.94801 20.7035 2.54836


 1 21 0
 4.73467 19.9788 2.36133


 1 21 0
 5.28556 20.4099 -3.02284


 1 21 0
 4.68152 20.0925 2.1348


 1 21 0
 5.16195 20.2717 -0.572236


 1 21 0
 4.67566 20.207 2.29338


 1 21 0
 5.10353 20.2156 -0.500312


 1 21 0
 4.37991 19.1516 3.00733


 1 21 0
 4.5498 19.56 2.91294


 1 21 0
 5.00963 19.33 1.94992


 1 21 0
 3.87006 20.834 2.53001


 1 21 0
 3.98815 20.675 2.99687


 1 21 0
 4.0062 20.343 2.65262


 1 21 0
 4.58961 20.6308 2.18247


 1 21 0
 4.35874 20.6151 2.41934


 1 21 0
 4.24543 20.9844 3.07343


 1 21 0
 2.87576 19.0526 -2.56738


 1 21 0
 3.56694 19.3438 -1.84488


 1 21 0
 3.43312 19.5612 -1.27144


 1 21 0
 3.03282 19.6852 -1.38093


 1 21 0
 3.3922 19.2448 -0.743487


 1 21 0
 3.28626 19.0175 2.92903


 1 21 0
 2.97521 19.1412 -0.521952


 1 21 0
 2.89036 19.4103 -1.78387


 1 21 0
 2.90067 19.6721 -1.41229


 1 21 0
 2.46489 19.7777 -0.85081


 1 21 0
 2.84827 19.4141 -1.34006


 1 21 0
 3.03431 19.232 -0.718355


 1 21 0
 3.10562 19.4454 -0.788066


 1 21 0
 2.86035 19.5282 -0.742181


 1 21 0
 2.36432 20.056 2.37809


 1 21 0
 3.37966 19.6379 2.77528


 1 21 0
 2.81732 19.5539 2.89302


 1 21 0
 3.47167 19.4341 2.44294


 1 21 0
 2.42919 20.2298 -2.81948


 1 21 0
 2.64271 20.0766 2.25905


 1 21 0
 2.35471 19.9453 2.00239


 1 21 0
 3.25875 19.5982 2.71371


 1 21 0
 2.73281 19.4045 2.90189


 1 21 0
 3.01693 19.3678 2.40675


 1 21 0
 2.73186 19.4413 1.94604


 1 21 0
 2.58344 19.493 1.90284


 1 21 0
 2.3946 20.0092 1.89485


 1 21 0
 2.64261 19.5423 -2.81155


 1 21 0
 2.66645 19.5966 2.12847


 1 21 0
 2.28916 20.2094 -2.82453


 1 21 0
 2.28792 19.855 1.79286


 1 21 0
 3.51674 19.5342 -2.85235


 1 21 0
 3.11311 20.2494 -2.09413


 1 21 0
 2.63353 19.9162 -2.17323


 1 21 0
 3.1731 20.0717 3.072


 1 21 0
 3.13687 20.1427 -2.50087


 1 21 0
 2.23711 20.2797 -2.2742


 1 21 0
 2.69297 20.0972 -2.35656


 1 21 0
 2.48182 19.9538 -1.2701


 1 21 0
 2.48265 20.1259 -0.900518


 1 21 0
 2.38866 20.1093 -0.942481


 1 21 0
 2.62768 20.0183 -0.946854


 1 21 0
 2.29355 20.2087 -1.63823


 1 21 0
 6.21924 18.2874 0.662338


 1 21 0
 5.32248 18.8273 2.18986


 1 21 0
 6.91838 19.3551 -0.0582559


 1 21 0
 6.82803 18.3643 0.0969308


 1 21 0
 6.40487 18.4477 -0.366485


 1 21 0
 6.31081 18.7737 0.022294


 1 21 0
 6.60565 18.3349 -0.335914


 1 21 0
 6.51175 18.1906 -0.551685


 1 21 0
 6.66993 18.2898 -0.259879


 1 21 0
 5.69181 18.6887 -0.42414


 1 21 0
 6.39111 18.5402 -1.22135


 1 21 0
 6.66015 18.0729 0.266839


 1 21 0
 6.2779 19.1776 0.502187


 1 21 0
 6.11494 19.2385 0.453646


 1 21 0
 6.40192 18.9866 -0.582904


 1 21 0
 6.20449 18.9264 0.686725


 1 21 0
 6.16825 19.0257 0.551187


 1 21 0
 6.78671 19.3262 -0.0852449


 1 21 0
 6.84799 19.3972 0.0542289


 1 21 0
 7.14316 19.3471 -0.268978


 1 21 0
 6.99481 19.2625 0.162566


 1 21 0
 5.12723 19.1798 2.41151


 1 21 0
 5.45126 19.4838 1.07192


 1 21 0
 5.26578 19.0491 0.674434


 1 21 0
 5.50801 19.1499 2.02332


 1 21 0
 5.79303 19.4895 2.04729


 1 21 0
 5.24457 18.9085 0.733044


 1 21 0
 5.16542 19.3937 1.58487


 1 21 0
 5.29146 19.2344 1.71507


 1 21 0
 4.94221 19.1721 -0.302892


 1 21 0
 5.12272 19.4102 0.637445


 1 21 0
 5.33586 19.3985 0.525871


 1 21 0
 5.71852 18.9781 1.18494


 1 21 0
 6.21786 19.7599 1.88164


 1 21 0
 5.887 19.0597 -2.06724


 1 21 0
 5.69885 18.6343 -1.70607


 1 21 0
 5.10572 19.1915 -1.53633


 1 21 0
 5.40764 20.3823 -2.84111


 1 21 0
 5.9308 20.1228 2.46807


 1 21 0
 6.11971 19.3667 1.96601


 1 21 0
 6.27528 20.1163 -0.740079


 1 21 0
 5.82233 19.1482 -1.30859


 1 21 0
 5.36812 19.6535 0.0816338


 1 21 0
 5.59504 20.2315 -1.67319


 1 21 0
 5.36056 19.4743 -0.874346


 1 21 0
 5.93708 19.8262 -0.710729


 1 21 0
 5.88568 19.8206 -0.553108


 1 21 0
 6.61808 19.9107 1.02508


 1 21 0
 6.1435 19.7261 -0.211614


 1 21 0
 5.44734 20.3637 0.71715


 1 21 0
 5.91818 19.7009 1.20169


 1 21 0
 5.69608 18.877 -0.633211


 1 21 0
 5.38308 19.4447 -0.725059


 1 21 0
 6.82109 19.2881 -0.875286


 1 21 0
 6.18869 19.0963 -1.24515


 1 21 0
 6.53388 19.5713 -0.023694


 1 21 0
 1.02024 20.9666 0.662718


 1 21 0
 1.19159 20.5627 -1.55163


 1 21 0
 1.36221 20.4634 2.83637


 1 21 0
 1.0891 20.9817 -2.16159


 1 21 0
 0.901895 20.3654 -2.21745


 1 21 0
 1.06768 21.4998 -2.69246


 1 21 0
 0.560226 20.7542 -2.67357


 1 21 0
 1.45296 21.003 2.9537


 1 21 0
 1.37422 20.9151 -1.88637


 1 21 0
 1.07479 20.9202 -2.64047


 1 21 0
 1.60156 20.7991 -2.25903


 1 21 0
 0.808773 21.4763 -3.0917


 1 21 0
 1.14321 20.9605 -2.4384


 1 21 0
 0.859017 20.9714 -2.32183


 1 21 0
 1.15464 20.5908 -1.98128


 1 21 0
 1.21658 21.2388 -2.7961


 1 21 0
 1.02848 21.4523 -2.71069


 1 21 0
 1.32041 21.0284 2.82658


 1 21 0
 1.48409 20.8923 -2.44597


 1 21 0
 0.761424 21.3317 3.03544


 1 21 0
 0.736772 21.0719 -2.49065


 1 21 0
 1.21579 20.4865 -1.66757


 1 21 0
 1.06924 20.5624 -2.07071


 1 21 0
 1.46699 20.8696 2.47173


 1 21 0
 1.4664 19.9749 2.81885


 1 21 0
 1.60257 20.3999 2.38983


 1 21 0
 0.843378 20.2806 2.91743


 1 21 0
 1.00087 20.0142 3.06387


 1 21 0
 1.14154 20.3613 3.03941


 1 21 0
 0.947912 20.9811 2.94018


 1 21 0
 1.21884 20.8007 2.46911


 1 21 0
 0.959194 20.521 2.57769


 1 21 0
 0.911888 20.3509 2.8789


 1 21 0
 1.33052 20.4219 2.31811


 1 21 0
 1.08412 19.9851 2.98932


 1 21 0
 1.21253 20.8413 2.58283


 1 21 0
 1.20184 20.4656 -2.79839


 1 21 0
 1.3733 20.6141 2.12708


 1 21 0
 1.24339 20.7672 2.91746


 1 21 0
 1.11068 20.6128 2.91671


 1 21 0
 2.01595 20.7997 -2.6264


 1 21 0
 1.99559 20.5262 -2.99895


 1 21 0
 1.48468 21.1027 -3.02483


 1 21 0
 1.91339 20.5284 -2.67767


 1 21 0
 1.64774 20.8404 2.8566


 1 21 0
 1.6548 20.8639 -2.45559


 1 21 0
 1.94104 20.5557 -2.9492


 1 21 0
 1.78155 21.0655 -2.85819


 1 21 0
 0.375166 20.9231 -0.570954


 1 21 0
 1.11362 20.5004 -0.651343


 1 21 0
 0.843801 20.8985 -0.8637


 1 21 0
 0.523225 21.2976 -2.03448


 1 21 0
 1.09376 20.8949 -0.580372


 1 21 0
 0.692302 20.7025 -0.61947


 1 21 0
 0.79627 20.5378 -1.44352


 1 21 0
 0.912625 20.8491 -0.298201


 1 21 0
 0.640288 21.1576 -1.79765


 1 21 0
 0.663209 20.402 -0.0785121


 1 21 0
 0.834774 20.4767 -0.423695


 1 21 0
 0.563203 20.6922 -1.0713


 1 21 0
 0.642233 21.0572 -1.70691


 1 21 0
 0.69091 21.0268 -1.66553


 1 21 0
 0.694329 21.2916 -1.2531


 1 21 0
 0.916862 20.6492 -1.21563


 1 21 0
 1.07238 21.26 -1.14833


 1 21 0
 0.483039 20.599 -1.96333


 1 21 0
 0.904841 20.7902 -1.93431


 1 21 0
 0.621347 20.676 -1.95468


 1 21 0
 0.543787 20.8683 -1.63502


 1 21 0
 0.610442 21.23 -2.06044


 1 21 0
 0.58719 20.5625 -0.31343


 1 21 0
 0.944934 20.8858 -1.13766


 1 21 0
 0.819207 21.1727 -1.06358


 1 21 0
 0.466984 20.6166 -0.687428


 1 21 0
 0.483793 20.694 -0.28845


 1 21 0
 0.636367 21.1206 -0.726761


 1 21 0
 0.740922 20.9656 -1.11129


 1 21 0
 1.10802 21.054 -1.04198


 1 21 0
 0.940373 20.489 -0.983214


 1 21 0
 0.958202 20.4943 -0.0362428


 1 21 0
 0.64803 20.3816 -1.80599


 1 21 0
 0.844105 21.1922 -0.999724


 1 21 0
 1.12278 21.1114 -0.567554


 1 21 0
 0.622118 20.5908 -1.39597


 1 21 0
 0.664321 20.7742 -1.85546


 1 21 0
 2.16444 21.5647 -1.40525


 1 21 0
 1.68222 21.0967 -1.24776


 1 21 0
 1.57503 21.2489 -1.49594


 1 21 0
 1.51807 21.1098 -1.5857


 1 21 0
 1.93462 21.0751 -1.77001


 1 21 0
 1.82977 21.2743 -2.18598


 1 21 0
 1.73091 21.1946 -2.39483


 1 21 0
 1.4035 21.4752 -2.0162


 1 21 0
 1.36652 21.6312 -2.50684


 1 21 0
 1.80758 21.5776 -1.36878


 1 21 0
 2.00831 21.4855 -2.07847


 1 21 0
 1.19007 21.4663 -2.26898


 1 21 0
 1.82125 21.0883 -1.91476


 1 21 0
 1.72577 21.3173 -1.78922


 1 21 0
 1.5078 21.0877 -1.79329


 1 21 0
 1.93721 21.5038 -1.2812


 1 21 0
 1.98603 21.3256 -1.99551


 1 21 0
 1.78583 21.2422 -1.99827


 1 21 0
 2.10893 20.9173 -1.66614


 1 21 0
 1.09253 21.511 -2.4345


 1 21 0
 1.74008 21.2648 -1.70584


 1 21 0
 1.17094 21.4759 -1.37648


 1 21 0
 1.91561 20.9628 -2.03655


 1 21 0
 1.94448 20.5889 -0.325654


 1 21 0
 1.19746 20.2404 0.48355


 1 21 0
 1.41176 20.6397 -0.282455


 1 21 0
 1.85341 20.851 -0.458479


 1 21 0
 1.5823 20.6026 -1.22657


 1 21 0
 1.73944 20.7569 -1.25682


 1 21 0
 1.58649 20.9141 -0.87848


 1 21 0
 1.23993 20.6817 -1.03984


 1 21 0
 1.42743 20.622 0.176167


 1 21 0
 1.2891 20.5689 -1.35256


 1 21 0
 1.81125 20.5858 -0.628575


 1 21 0
 1.09186 20.3577 0.470331


 1 21 0
 1.67604 20.6798 -0.772593


 1 21 0
 1.30931 20.9484 -0.753175


 1 21 0
 1.30435 20.6562 -0.897012


 1 21 0
 1.8991 20.6187 -1.69173


 1 21 0
 1.79528 20.5565 -1.07666


 1 21 0
 1.10439 20.3116 0.301808


 1 21 0
 1.56461 20.6772 -1.6706


 1 21 0
 1.1514 20.757 0.0357332


 1 21 0
 1.31393 20.5123 -0.513815


 1 21 0
 1.54024 20.3149 0.0723604


 1 21 0
 1.21311 20.5644 -0.235545


 1 21 0
 1.5363 20.8626 -0.654979


 1 21 0
 2.00825 20.9235 -0.765309


 1 21 0
 1.694 20.6273 -1.05111


 1 21 0
 1.34383 20.8453 -0.553047


 1 21 0
 1.28052 20.3734 0.298065


 1 21 0
 1.20931 20.5731 -0.671306


 1 21 0
 1.46124 20.6746 -0.455008


 1 21 0
 2.52924 21.6568 2.03089


 1 21 0
 2.3857 21.298 -2.86309


 1 21 0
 2.05539 21.2375 -2.96669


 1 21 0
 2.30743 21.2809 2.44226


 1 21 0
 2.18801 21.2872 2.98447


 1 21 0
 2.01524 21.3097 -2.75703


 1 21 0
 1.82055 20.0113 1.95184


 1 21 0
 1.77012 20.5765 1.69171


 1 21 0
 2.15992 20.3636 1.88282


 1 21 0
 2.17068 20.2102 1.50215


 1 21 0
 1.52713 20.5838 1.99832


 1 21 0
 2.25624 20.5284 1.68663


